Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
26,Male,Masters,Software/Developer,2,48000,Australia,Australian
38,Female,Bachelors,Data Analyst/Scientist,10,110000,China,White
30,Male,High School,HR/Human Resources,2,33000,UK,Mixed
29,Male,Bachelors,Data Analyst/Scientist,4,70000,China,Korean
42,Male,Masters,Software/Developer,13,170000,Canada,Asian
29,Male,Bachelors,Software/Developer,3,70000,UK,Welsh
27,Male,PhD,Sales,4,55000,Canada,Black
37,Male,Masters,Manager/Director/VP,14,190000,Australia,Australian
29,Female,Masters,HR/Human Resources,4,70000,UK,Welsh
28,Female,Bachelors,Data Analyst/Scientist,3,65000,USA,African American
29,Female,Bachelors,Other,6,91903,USA,Asian
30,Male,Masters,Other,5,105000,USA,White
44,Female,PhD,Data Analyst/Scientist,16,160000,China,Chinese
38,Female,Masters,Manager/Director/VP,10,110000,Australia,Australian
32,Male,Masters,Software/Developer,6,130000,Canada,Asian
32,Female,Masters,Software/Developer,7,90000,USA,African American
36,Female,PhD,Data Analyst/Scientist,13,185000,Australia,Australian
54,Male,PhD,Software/Developer,30,184660,Australia,Australian
30,Female,PhD,Data Analyst/Scientist,7,185000,Canada,Asian
28,Male,High School,Sales,2,35000,Australia,White
50,Female,Masters,Manager/Director/VP,18,180000,UK,Welsh
48,Female,Masters,Software/Developer,24,184480,Australia,White
30,Male,Bachelors,Software/Developer,5,100000,UK,Welsh
29,Female,PhD,Data Analyst/Scientist,5,100000,China,Korean
33,Female,Bachelors,Other,7,130000,UK,Asian
24,Female,High School,Sales,1,30000,USA,White
35,Male,Masters,Other,9,131547,China,Chinese
34,Female,Masters,Financial/Accountant,10,95000,UK,White
31,Male,Bachelors,Manager/Director/VP,6,100000,USA,White
25,Female,Bachelors,Software/Developer,1,55000,Australia,Australian
31,Male,Masters,Data Analyst/Scientist,6,100000,Australia,White
54,Male,Bachelors,Software/Developer,30,186321,UK,Welsh
32,Female,PhD,Data Analyst/Scientist,9,145000,China,White
39,Female,Masters,Manager/Director/VP,11,120000,USA,African American
29,Female,Bachelors,Software/Developer,4,140000,China,Chinese
40,Female,Masters,Manager/Director/VP,11,120000,Australia,White
31,Other,High School,Software/Developer,8,104127,USA,African American
26,Female,Bachelors,Software/Developer,1,35000,Australia,White
32,Male,PhD,Data Analyst/Scientist,9,140000,USA,Asian
28,Male,Bachelors,Software/Developer,4,65000,UK,White
26,Male,Bachelors,Software/Developer,2,70000,China,Korean
32,Male,Masters,Manager/Director/VP,7,110000,UK,White
29,Male,Bachelors,Software/Developer,2,45000,Canada,White
31,Female,Masters,Manager/Director/VP,8,120000,Canada,White
28,Female,Bachelors,Data Analyst/Scientist,3,60000,UK,Mixed
25,Male,Bachelors,Data Analyst/Scientist,2,115000,China,Korean
24,Female,High School,Customer Service/Receptionist,0,25000,UK,Mixed
24,Female,Bachelors,Software/Developer,2,55000,Canada,White
26,Male,Bachelors,Product/Designer,2,50000,Australia,Australian
28,Male,Bachelors,Software/Developer,4,75000,Canada,Asian
35,Female,Masters,Other,11,151078,Canada,Black
27,Male,High School,Sales,2,35000,USA,White
54,Male,PhD,Software/Developer,16,190000,USA,Asian
26,Male,Bachelors,Software/Developer,2,65000,UK,White
29,Male,Bachelors,Software/Developer,4,70000,Australia,Australian
36,Female,PhD,Data Analyst/Scientist,13,185000,USA,Asian
27,Male,Bachelors,Software/Developer,4,140000,USA,Hispanic
28,Male,Bachelors,Software/Developer,4,75000,UK,Welsh
33,Female,Bachelors,Other,6,115000,Australia,White
42,Male,Masters,Other,19,177347,UK,Welsh
31,Female,Bachelors,HR/Human Resources,4,500,USA,Asian
36,Female,Bachelors,Manager/Director/VP,8,95000,UK,Welsh
32,Female,Bachelors,Data Analyst/Scientist,9,185000,USA,Hispanic
36,Male,Bachelors,Manager/Director/VP,11,160000,USA,Asian
46,Female,Bachelors,Software/Developer,19,150729,Canada,White
31,Male,Bachelors,Software/Developer,6,85000,Canada,Black
23,Male,High School,Sales,1,26000,UK,Welsh
41,Male,Bachelors,Manager/Director/VP,12,120000,USA,African American
43,Female,Masters,Manager/Director/VP,14,140000,UK,White
40,Female,Masters,Software/Developer,12,160000,USA,Hispanic
29,Female,Masters,Data Analyst/Scientist,6,180000,Canada,Asian
29,Female,High School,Sales,1,30000,China,White
38,Male,Masters,Manager/Director/VP,14,195000,Canada,Black
55,Male,PhD,Software/Developer,18,210000,China,Chinese
31,Male,Bachelors,Data Analyst/Scientist,9,195000,Australia,Asian
31,Female,Bachelors,HR/Human Resources,4,50000,China,Korean
43,Female,Masters,Manager/Director/VP,14,140000,Canada,Asian
41,Male,Masters,Software/Developer,13,127346,Australia,Asian
29,Female,Masters,Software/Developer,6,132720,Canada,Asian
31,Male,Bachelors,Manager/Director/VP,5,70000,USA,Hispanic
27,Female,Bachelors,Product/Designer,2,50000,China,Korean
27,Female,Bachelors,Software/Developer,3,70000,Canada,White
27,Female,Bachelors,Data Analyst/Scientist,5,125000,USA,Asian
33,Male,Masters,Other,6,130000,UK,Welsh
33,Male,Bachelors,Software/Developer,5,70000,China,Chinese
25,Female,High School,Sales,1,35000,UK,Mixed
32,Female,PhD,Data Analyst/Scientist,9,145000,Canada,Asian
34,Male,Bachelors,Manager/Director/VP,9,130000,China,Korean
31,Female,Masters,Manager/Director/VP,6,95000,Canada,Asian
26,Male,Bachelors,Software/Developer,1,55000,UK,Welsh
26,Male,Bachelors,Product/Designer,2,50000,USA,Hispanic
34,Male,Bachelors,Manager/Director/VP,8,104000,USA,Hispanic
38,Male,Bachelors,Manager/Director/VP,11,119000,Canada,Asian
55,Male,Bachelors,Other,28,193964,Australia,Asian
36,Female,PhD,Data Analyst/Scientist,12,170000,China,White
31,Female,PhD,Data Analyst/Scientist,8,140000,China,White
34,Male,PhD,Manager/Director/VP,11,160000,Australia,Asian
29,Male,Bachelors,Data Analyst/Scientist,4,70000,Australia,Asian
42,Female,Masters,Manager/Director/VP,13,130000,UK,Asian
27,Female,Bachelors,Software/Developer,2,50000,Australia,Asian
29,Male,Bachelors,Manager/Director/VP,6,95000,Australia,Asian
31,Male,High School,Sales,3,50000,China,Chinese
36,Female,PhD,Data Analyst/Scientist,12,160000,UK,White
38,Female,Masters,Manager/Director/VP,10,110000,USA,African American
27,Male,PhD,Sales,4,55000,USA,Hispanic
28,Female,Bachelors,Software/Developer,2,37000,Canada,Black
50,Female,Masters,Manager/Director/VP,19,190000,Canada,Asian
46,Male,PhD,Software/Developer,16,185000,China,Korean
36,Male,Masters,Software/Developer,8,140000,USA,African American
39,Female,Masters,Marketing/Social Media,11,120000,China,Chinese
34,Male,Bachelors,Software/Developer,10,126593,China,White
30,Female,Bachelors,Marketing/Social Media,4,57000,USA,Asian
25,Female,Masters,Software/Developer,2,60000,USA,White
56,Male,PhD,Software/Developer,17,195000,UK,Welsh
29,Female,Masters,Software/Developer,3,90000,Australia,White
31,Female,PhD,Data Analyst/Scientist,8,120000,Canada,Asian
26,Male,Masters,Other,4,85825,China,Chinese
31,Female,PhD,Data Analyst/Scientist,8,140000,Australia,Australian
31,Female,Bachelors,Software/Developer,6,155000,Australia,Australian
28,Male,Masters,Data Analyst/Scientist,4,90000,Canada,Asian
27,Male,Bachelors,Software/Developer,4,160000,Australia,Australian
23,Female,High School,Customer Service/Receptionist,0,25000,China,White
40,Female,Masters,Software/Developer,16,138032,China,Korean
26,Male,Bachelors,Software/Developer,1,52000,Australia,Australian
42,Male,Masters,Manager/Director/VP,14,180000,UK,White
52,Female,PhD,Software/Developer,29,194214,UK,White
46,Male,PhD,Software/Developer,14,180000,China,White
28,Female,Bachelors,Marketing/Social Media,3,45000,Canada,White
36,Male,Masters,Software/Developer,8,106492,Australia,Asian
26,Female,Bachelors,Data Analyst/Scientist,3,100000,Canada,Black
31,Female,Masters,Manager/Director/VP,7,120000,Canada,Asian
28,Male,Bachelors,Software/Developer,2,70000,UK,Mixed
33,Female,Masters,Manager/Director/VP,9,130000,USA,Hispanic
28,Male,Bachelors,Manager/Director/VP,4,80000,Australia,Asian
37,Male,Bachelors,Manager/Director/VP,10,113000,Canada,Black
27,Male,Bachelors,Data Analyst/Scientist,2,110000,China,White
25,Male,Bachelors,Manager/Director/VP,1,60000,Canada,Black
41,Male,PhD,Data Analyst/Scientist,15,190000,Australia,White
42,Male,Masters,Software/Developer,10,110000,UK,Mixed
26,Female,Bachelors,HR/Human Resources,2,42000,UK,White
39,Female,Masters,Manager/Director/VP,10,110000,UK,Asian
32,Male,Bachelors,Manager/Director/VP,6,75000,USA,Asian
26,Female,Bachelors,HR/Human Resources,2,42000,Canada,White
31,Male,Bachelors,Manager/Director/VP,9,140000,China,Korean
32,Female,PhD,Data Analyst/Scientist,9,145000,USA,Asian
36,Male,Bachelors,Other,14,119224,China,Korean
36,Male,Bachelors,Manager/Director/VP,6,75000,USA,Hispanic
26,Male,Bachelors,Data Analyst/Scientist,3,110000,UK,Asian
33,Female,Masters,Manager/Director/VP,9,130000,China,White
41,Male,Bachelors,Manager/Director/VP,12,120000,USA,African American
30,Female,Bachelors,Marketing/Social Media,4,57000,China,White
30,Male,Masters,Manager/Director/VP,7,120000,USA,African American
25,Male,High School,Sales,1,30000,China,Korean
28,Male,Bachelors,Data Analyst/Scientist,2,40000,USA,African American
30,Female,PhD,Data Analyst/Scientist,7,185000,China,Korean
30,Female,PhD,Data Analyst/Scientist,7,185000,UK,White
33,Male,PhD,Manager/Director/VP,10,155000,USA,White
33,Female,Bachelors,Manager/Director/VP,6,75000,USA,Asian
29,Female,Bachelors,Other,6,103579,China,Chinese
37,Male,Masters,Manager/Director/VP,14,190000,China,Korean
46,Male,Bachelors,Other,25,166958,UK,Asian
45,Female,PhD,Product/Designer,16,160000,Australia,Asian
27,Male,Bachelors,Software/Developer,3,80000,Canada,White
51,Male,PhD,Data Analyst/Scientist,24,240000,Canada,Asian
24,Male,Bachelors,Manager/Director/VP,1,35000,Australia,Asian
22,Male,Bachelors,Software/Developer,1,50000,China,Korean
28,Male,Bachelors,Software/Developer,5,150000,UK,Mixed
28,Male,Masters,Manager/Director/VP,3,130000,Canada,White
55,Male,Bachelors,Other,28,193964,UK,Asian
35,Male,Bachelors,Software/Developer,10,123386,USA,Hispanic
29,Female,Masters,Data Analyst/Scientist,6,180000,China,Korean
42,Male,Masters,Software/Developer,19,175684,Canada,Black
45,Male,PhD,Other,16,185000,Canada,Asian
43,Male,Bachelors,Other,20,142421,USA,White
45,Female,Masters,Software/Developer,23,174436,Canada,Black
48,Male,PhD,Data Analyst/Scientist,22,219000,UK,Mixed
29,Male,Masters,Data Analyst/Scientist,3,75000,USA,Hispanic
25,Female,Bachelors,Data Analyst/Scientist,2,110000,Australia,White
26,Male,Bachelors,Software/Developer,1,55000,China,White
26,Female,Bachelors,Software/Developer,1,45000,China,White
24,Male,Bachelors,Software/Developer,1,60000,USA,Hispanic
48,Male,PhD,Data Analyst/Scientist,18,210000,UK,Mixed
36,Male,Masters,Other,11,138859,China,White
31,Male,High School,Sales,3,40000,Australia,White
48,Female,PhD,Manager/Director/VP,17,170000,Canada,White
40,Female,PhD,Software/Developer,12,160000,Australia,Asian
33,Female,Masters,Other,9,135596,Australia,Australian
25,Female,Bachelors,Manager/Director/VP,3,65000,USA,White
28,Male,Bachelors,Software/Developer,4,75000,Australia,Australian
29,Male,Bachelors,Software/Developer,4,65000,Canada,Asian
35,Female,Masters,Manager/Director/VP,8,92000,China,Chinese
29,Female,Bachelors,HR/Human Resources,3,45000,Australia,Australian
36,Male,PhD,Data Analyst/Scientist,12,170000,China,White
54,Male,Bachelors,Other,28,192292,USA,African American
37,Male,Masters,Software/Developer,10,155000,USA,White
29,Female,Masters,Data Analyst/Scientist,6,180000,Australia,Asian
27,Female,Masters,Software/Developer,5,78354,China,White
50,Female,Masters,Manager/Director/VP,20,180000,Australia,Australian
32,Male,Bachelors,Software/Developer,8,190000,UK,Asian
24,Male,High School,Sales,1,25000,UK,Asian
36,Male,Bachelors,Manager/Director/VP,11,160000,Australia,Asian
28,Female,Bachelors,Data Analyst/Scientist,3,60000,China,White
35,Female,Masters,Software/Developer,11,134979,China,Chinese
45,Male,Masters,Manager/Director/VP,13,130000,Canada,Asian
23,Male,Bachelors,Data Analyst/Scientist,1,90000,USA,White
40,Female,Masters,Manager/Director/VP,11,120000,China,Chinese
31,Male,Bachelors,Software/Developer,8,100679,USA,White
31,Female,Bachelors,Software/Developer,7,108267,UK,Welsh
36,Male,Masters,Software/Developer,9,150000,China,Korean
24,Female,Bachelors,Software/Developer,2,55000,China,Chinese
27,Male,Bachelors,Software/Developer,2,65000,Canada,Black
47,Male,PhD,Data Analyst/Scientist,19,190000,Australia,Australian
37,Male,Bachelors,Sales,6,75000,Australia,Australian
30,Female,Bachelors,Marketing/Social Media,5,90000,Canada,Black
43,Female,PhD,Other,14,190000,China,Chinese
37,Male,Masters,Manager/Director/VP,14,190000,Australia,White
45,Male,PhD,Manager/Director/VP,12,120000,Canada,Black
31,Male,Masters,Software/Developer,7,140000,China,White
36,Female,Masters,Marketing/Social Media,8,85000,Canada,White
23,Male,PhD,Software/Developer,0,52779,Australia,White
33,Male,Bachelors,Manager/Director/VP,4,60000,Canada,White
26,Male,High School,Sales,2,30000,Australia,Australian
33,Female,Masters,Software/Developer,8,95000,UK,Asian
33,Male,Masters,Data Analyst/Scientist,8,120000,China,Korean
46,Female,PhD,Software/Developer,23,168304,China,White
33,Female,Masters,Manager/Director/VP,9,130000,UK,Asian
30,Female,Bachelors,Manager/Director/VP,4,57000,USA,White
25,Male,PhD,Software/Developer,12,169159,China,Chinese
26,Male,Bachelors,Data Analyst/Scientist,3,120000,UK,Asian
32,Male,Masters,Manager/Director/VP,7,110000,Canada,Black
25,Female,Bachelors,HR/Human Resources,2,47000,Canada,White
31,Male,Bachelors,Software/Developer,6,85000,China,Chinese
44,Female,PhD,Software/Developer,11,165000,Canada,Asian
30,Female,Bachelors,Software/Developer,5,100151,UK,Mixed
34,Female,Masters,Other,7,130000,Australia,White
34,Male,Bachelors,Software/Developer,12,195000,Australia,White
42,Male,PhD,Software/Developer,14,190000,USA,White
44,Male,PhD,Data Analyst/Scientist,18,210000,USA,Hispanic
43,Female,PhD,Other,14,190000,USA,African American
42,Male,Masters,Software/Developer,13,170000,UK,White
32,Male,Bachelors,Manager/Director/VP,8,120000,China,Chinese
44,Male,Masters,Other,11,170000,Canada,Black
31,Female,Bachelors,Other,3,50000,China,Korean
26,Male,Bachelors,Data Analyst/Scientist,3,130000,China,Korean
54,Male,Bachelors,Other,25,179756,USA,African American
31,Female,Bachelors,Software/Developer,7,108267,Australia,Australian
37,Male,PhD,Manager/Director/VP,14,195000,China,Chinese
33,Male,Bachelors,Software/Developer,5,70000,UK,Asian
46,Male,Masters,Software/Developer,20,174938,USA,Hispanic
39,Female,Masters,Manager/Director/VP,12,150000,UK,Asian
27,Female,Masters,Other,4,83577,China,Korean
28,Male,Bachelors,Software/Developer,3,55000,UK,Welsh
28,Female,Masters,Manager/Director/VP,7,110000,UK,Asian
32,Male,Bachelors,Manager/Director/VP,7,120000,Canada,Black
54,Female,PhD,Software/Developer,14,190000,Australia,Australian
29,Female,High School,Sales,3,35000,UK,Welsh
32,Male,Bachelors,Manager/Director/VP,7,120000,Australia,White
29,Female,Masters,HR/Human Resources,4,75000,Canada,Black
27,Male,Bachelors,Software/Developer,2,70000,Canada,Black
31,Male,Masters,Software/Developer,7,140000,UK,Mixed
28,Female,Masters,Manager/Director/VP,7,110000,USA,White
32,Male,Bachelors,Software/Developer,8,180000,Australia,Australian
26,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,Asian
33,Female,Masters,Other,10,113334,Canada,Asian
32,Female,Masters,Manager/Director/VP,6,77000,USA,African American
36,Male,PhD,Data Analyst/Scientist,11,135000,China,Korean
26,Female,Masters,Software/Developer,2,65840,Australia,Australian
31,Male,Bachelors,Data Analyst/Scientist,9,195000,China,Korean
40,Male,Masters,Software/Developer,17,151670,Canada,Black
34,Male,PhD,Manager/Director/VP,11,160000,UK,Mixed
44,Female,PhD,Software/Developer,11,165000,UK,Asian
30,Male,Masters,Other,5,105000,China,Korean
41,Female,Masters,Marketing/Social Media,13,131000,China,Korean
50,Male,PhD,Software/Developer,17,195000,China,White
27,Male,Bachelors,Software/Developer,3,80000,USA,African American
28,Female,Bachelors,Software/Developer,2,37000,USA,African American
30,Female,Bachelors,Data Analyst/Scientist,5,145000,Australia,Australian
39,Female,Masters,Software/Developer,12,160000,UK,Welsh
32,Male,Bachelors,Manager/Director/VP,7,120000,USA,Hispanic
34,Male,Bachelors,Software/Developer,3,50000,Australia,Australian
44,Male,PhD,Data Analyst/Scientist,17,168000,Canada,Black
32,Male,Bachelors,Sales,3,45000,Australia,White
31,Male,Bachelors,Software/Developer,6,85000,UK,Asian
29,Female,Bachelors,Software/Developer,4,90000,China,Korean
35,Female,Masters,Manager/Director/VP,10,110000,Australia,Asian
33,Male,High School,HR/Human Resources,3,38000,China,Korean
26,Female,High School,Sales,1,35000,Australia,Australian
28,Female,Bachelors,Marketing/Social Media,3,60000,UK,Welsh
34,Male,PhD,Manager/Director/VP,11,160000,USA,White
34,Male,Masters,Software/Developer,8,140000,USA,Hispanic
32,Female,Bachelors,Manager/Director/VP,8,80000,Canada,Asian
36,Female,PhD,Data Analyst/Scientist,12,170000,Canada,Black
38,Male,Bachelors,Manager/Director/VP,13,160000,Australia,Asian
38,Male,Masters,Manager/Director/VP,14,195000,China,Chinese
32,Female,Masters,Other,6,115000,Australia,Asian
36,Male,Masters,Manager/Director/VP,10,160000,USA,African American
40,Female,Masters,Manager/Director/VP,12,130000,China,Korean
27,Male,Bachelors,Software/Developer,3,80000,Canada,White
32,Male,Bachelors,Software/Developer,10,190000,USA,Hispanic
28,Female,Bachelors,Data Analyst/Scientist,3,60000,Canada,Black
28,Female,Bachelors,Software/Developer,5,160000,UK,White
48,Female,Bachelors,Other,22,168691,Australia,Asian
34,Female,Bachelors,Manager/Director/VP,6,75000,Canada,Black
30,Female,Bachelors,Software/Developer,4,65000,Australia,White
30,Female,Bachelors,Marketing/Social Media,4,57000,UK,Welsh
32,Male,Bachelors,Software/Developer,6,110000,Australia,Australian
41,Female,PhD,Data Analyst/Scientist,16,200000,USA,White
46,Male,Masters,Manager/Director/VP,19,140000,Canada,Black
48,Male,PhD,Data Analyst/Scientist,22,219000,UK,Mixed
39,Female,Masters,Manager/Director/VP,12,150000,Australia,Australian
36,Female,Masters,Marketing/Social Media,8,85000,China,White
24,Female,High School,Customer Service/Receptionist,0,25000,USA,African American
33,Male,Masters,Data Analyst/Scientist,10,195000,USA,Asian
26,Male,High School,Manager/Director/VP,2,40000,China,White
24,Male,Bachelors,Data Analyst/Scientist,1,90000,Australia,Asian
54,Female,PhD,Software/Developer,32,191267,Australia,White
37,Male,Bachelors,Data Analyst/Scientist,11,160000,USA,African American
27,Female,Masters,Software/Developer,4,73938,USA,Asian
36,Male,PhD,Data Analyst/Scientist,12,170000,Canada,Black
38,Male,Masters,HR/Human Resources,8,95000,Australia,Australian
31,Male,Bachelors,Data Analyst/Scientist,9,195000,USA,White
29,Female,Bachelors,Data Analyst/Scientist,6,120000,UK,White
37,Male,Masters,Manager/Director/VP,14,190000,Australia,White
28,Male,Bachelors,Software/Developer,4,75000,UK,Mixed
30,Male,Masters,Manager/Director/VP,7,120000,Australia,White
42,Female,Masters,Manager/Director/VP,16,137000,USA,Asian
57,Male,PhD,Software/Developer,16,195000,China,Korean
28,Female,Bachelors,Software/Developer,5,150000,Canada,White
28,Female,Masters,HR/Human Resources,2,45000,USA,Asian
25,Female,Bachelors,Software/Developer,1,55000,Canada,Asian
34,Male,Masters,Data Analyst/Scientist,9,125000,China,Chinese
38,Female,Bachelors,Other,13,131860,China,Chinese
40,Male,Bachelors,Data Analyst/Scientist,12,130000,USA,White
24,Female,High School,Sales,1,30000,UK,Mixed
45,Male,PhD,Software/Developer,21,170226,UK,Welsh
32,Female,Masters,Software/Developer,7,100000,Canada,Asian
54,Male,PhD,Software/Developer,17,195000,China,Chinese
27,Male,Bachelors,Software/Developer,3,80000,Canada,Black
30,Female,Bachelors,Marketing/Social Media,4,58000,Australia,White
49,Male,PhD,Software/Developer,15,185000,Canada,Black
32,Male,Bachelors,Manager/Director/VP,6,75000,USA,Asian
30,Female,Bachelors,Marketing/Social Media,5,90000,USA,Asian
36,Male,Masters,HR/Human Resources,7,89000,Canada,Black
41,Male,Masters,Manager/Director/VP,12,120000,Canada,Black
38,Male,Bachelors,Manager/Director/VP,11,119000,Canada,Asian
33,Male,Masters,Manager/Director/VP,5,70000,Canada,Asian
40,Female,Bachelors,Other,12,60000,China,White
30,Male,Bachelors,Software/Developer,6,85000,USA,African American
27,Male,High School,Manager/Director/VP,4,60000,Canada,White
28,Male,Bachelors,Software/Developer,2,40000,Australia,White
43,Male,PhD,Data Analyst/Scientist,16,160000,China,Korean
48,Male,PhD,Other,16,190000,USA,White
43,Male,PhD,Other,13,185000,USA,Hispanic
54,Male,PhD,Software/Developer,17,195000,Australia,White
28,Female,Bachelors,Software/Developer,3,80000,Australia,White
27,Male,High School,Sales,2,35000,Australia,Australian
36,Female,Masters,Software/Developer,7,85000,Australia,Asian
23,Female,Bachelors,Software/Developer,1,50000,UK,Welsh
39,Female,Masters,Software/Developer,12,160000,UK,Welsh
48,Female,PhD,Manager/Director/VP,17,170000,UK,White
44,Male,PhD,Data Analyst/Scientist,17,168000,UK,Asian
46,Male,Masters,Manager/Director/VP,16,160000,Australia,Asian
48,Male,PhD,Data Analyst/Scientist,18,210000,UK,Welsh
23,Male,PhD,Software/Developer,0,52612,UK,Mixed
32,Male,Bachelors,Manager/Director/VP,7,170000,China,Korean
43,Female,PhD,Manager/Director/VP,15,150000,USA,White
33,Female,Masters,Other,9,136986,UK,Mixed
27,Male,Bachelors,Product/Designer,2,55000,UK,Mixed
27,Female,Masters,Software/Developer,2,70000,Canada,Black
28,Male,Masters,Other,5,84181,UK,Mixed
26,Male,Bachelors,Product/Designer,2,50000,Canada,Black
44,Male,Masters,Other,11,170000,Canada,Asian
31,Male,Masters,Data Analyst/Scientist,6,100000,China,Chinese
26,Male,Bachelors,Data Analyst/Scientist,3,120000,Australia,White
55,Male,PhD,Software/Developer,17,190000,USA,African American
40,Male,Masters,Software/Developer,16,150301,Australia,Australian
41,Female,PhD,Data Analyst/Scientist,16,200000,China,Korean
35,Female,PhD,Data Analyst/Scientist,11,150000,UK,White
46,Male,PhD,Data Analyst/Scientist,18,180000,China,White
29,Male,Bachelors,Product/Designer,3,60000,UK,Welsh
29,Male,Bachelors,Data Analyst/Scientist,4,70000,Australia,Asian
46,Male,PhD,Software/Developer,16,185000,USA,Hispanic
30,Female,Bachelors,Software/Developer,5,90000,USA,African American
56,Male,PhD,Software/Developer,17,195000,Canada,White
30,Female,Bachelors,Data Analyst/Scientist,5,145000,Australia,White
48,Male,PhD,Data Analyst/Scientist,18,210000,China,Korean
28,Female,Bachelors,HR/Human Resources,3,50000,Australia,Australian
44,Male,PhD,Software/Developer,19,172955,USA,African American
37,Female,Bachelors,Data Analyst/Scientist,12,160000,UK,Asian
27,Male,Bachelors,Product/Designer,2,55000,USA,African American
40,Female,Masters,Manager/Director/VP,11,120000,Canada,White
51,Male,PhD,Software/Developer,16,190000,Australia,Asian
39,Female,Bachelors,Manager/Director/VP,16,200000,China,Korean
26,Male,Bachelors,Data Analyst/Scientist,3,110000,Australia,White
29,Male,Bachelors,Software/Developer,4,71000,Canada,Asian
33,Female,Bachelors,Other,6,115000,UK,White
50,Female,PhD,Software/Developer,16,190000,USA,Asian
27,Male,Bachelors,Software/Developer,2,65000,USA,Hispanic
28,Female,High School,Sales,1,25000,UK,White
26,Female,Bachelors,Software/Developer,3,55000,Australia,Asian
29,Female,High School,Sales,1,30000,UK,Welsh
37,Male,Masters,Software/Developer,9,150000,Australia,Asian
28,Female,Masters,HR/Human Resources,2,45000,USA,Hispanic
26,Female,Masters,Manager/Director/VP,2,120000,USA,White
30,Female,PhD,Data Analyst/Scientist,7,185000,USA,White
33,Female,Masters,Manager/Director/VP,11,198000,USA,Asian
24,Female,Bachelors,Software/Developer,2,55000,China,Chinese
42,Male,PhD,Manager/Director/VP,14,130000,Australia,Australian
49,Male,PhD,Data Analyst/Scientist,22,220000,USA,Hispanic
35,Male,Bachelors,Other,9,95000,UK,Asian
50,Female,Masters,Manager/Director/VP,19,190000,China,White
30,Male,Bachelors,Software/Developer,5,100000,USA,White
28,Female,Bachelors,Software/Developer,5,160000,Canada,Black
55,Male,PhD,Software/Developer,18,210000,China,Korean
34,Male,Bachelors,Software/Developer,7,85000,UK,Welsh
33,Female,Masters,Manager/Director/VP,9,130000,Canada,Black
39,Female,PhD,Data Analyst/Scientist,13,145000,China,White
32,Male,Bachelors,HR/Human Resources,5,60000,Australia,White
34,Male,Masters,Data Analyst/Scientist,8,100000,UK,Welsh
41,Male,Masters,Manager/Director/VP,13,140000,USA,African American
30,Female,PhD,Data Analyst/Scientist,7,170000,Australia,Australian
35,Female,PhD,Manager/Director/VP,8,80000,Canada,White
25,Female,Masters,Software/Developer,2,60000,Australia,Australian
29,Male,Bachelors,Software/Developer,4,80000,USA,Asian
50,Female,Bachelors,Data Analyst/Scientist,22,130000,UK,Welsh
33,Female,Masters,Other,9,136986,Australia,White
36,Male,PhD,Data Analyst/Scientist,12,170000,Australia,Australian
39,Male,Masters,HR/Human Resources,10,105000,Australia,White
27,Female,Masters,Other,2,65000,Canada,White
49,Male,PhD,Software/Developer,15,185000,USA,White
30,Female,PhD,Data Analyst/Scientist,7,185000,USA,African American
27,Female,Bachelors,Software/Developer,2,48000,UK,Mixed
36,Female,Masters,Other,8,140000,China,Korean
34,Male,Masters,Software/Developer,8,140000,USA,Asian
36,Male,Bachelors,Manager/Director/VP,8,95000,Australia,Asian
31,Female,PhD,Data Analyst/Scientist,8,140000,USA,African American
36,Male,Bachelors,Manager/Director/VP,9,110000,Australia,Asian
25,Female,Bachelors,Software/Developer,1,55000,USA,Asian
29,Female,PhD,Data Analyst/Scientist,5,100000,USA,African American
26,Male,Bachelors,Data Analyst/Scientist,3,130000,UK,Welsh
25,Female,Bachelors,Software/Developer,1,35000,Australia,Australian
30,Female,Bachelors,Manager/Director/VP,4,57000,Australia,Australian
42,Female,Masters,Manager/Director/VP,12,120000,Canada,Black
28,Male,Bachelors,Software/Developer,4,160000,Australia,White
24,Female,Bachelors,Software/Developer,2,55000,USA,African American
30,Female,High School,Sales,1,25000,China,White
30,Male,Bachelors,Software/Developer,5,75000,China,White
23,Male,Bachelors,Software/Developer,1,60000,Australia,Asian
27,Male,Bachelors,Software/Developer,4,160000,Canada,White
29,Male,Bachelors,Software/Developer,4,80000,UK,Asian
31,Female,Bachelors,Marketing/Social Media,4,65000,USA,Asian
37,Male,Masters,Software/Developer,10,155000,China,White
37,Male,Bachelors,Data Analyst/Scientist,11,160000,China,White
34,Male,PhD,Manager/Director/VP,11,170000,UK,White
55,Female,PhD,Software/Developer,29,190543,UK,Welsh
30,Female,Bachelors,Marketing/Social Media,5,90000,USA,Asian
57,Female,PhD,Other,30,121450,Australia,Australian
42,Male,Masters,Other,19,177347,UK,Asian
31,Male,Masters,Data Analyst/Scientist,6,95000,Australia,Asian
26,Female,Bachelors,Software/Developer,1,45000,UK,Welsh
51,Female,Masters,Manager/Director/VP,19,190000,UK,White
36,Male,Bachelors,Software/Developer,13,135378,Canada,Black
36,Male,Bachelors,Manager/Director/VP,9,110000,USA,African American
42,Male,PhD,Data Analyst/Scientist,13,140000,Australia,Australian
30,Female,High School,Sales,2,40000,Canada,Asian
27,Male,High School,Software/Developer,4,80247,Australia,White
